CUST_ID,CREDIT_CARD_NUMBER,BALANCE,PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,TENURE,DATE_OF_TXN
CC0249,1986264059282655,37400.2,2137.81,1874.31,8542.14,86276.93,21124.99,10433.28,14,2024-06-13
CC0250,8271846707272974,32970.09,2312.87,173.54,6710.54,41046.61,2079.27,922.53,6,2024-11-25
CC0251,6558988406942218,44510.13,10400.39,663.89,115.06,90485.54,21812.62,6811.4,8,2023-06-25
CC0252,3624527610650872,26461.51,23305.28,47.67,5242.86,40939.81,22049.34,7711.05,35,2023-10-28
CC0253,4729992335364386,5272.83,685.55,165.92,9783.22,18394.74,2160.39,471.51,35,2024-12-22
CC0254,3684371640612945,6616.56,2661.6,2539.09,4673.23,33359.73,4278.23,2079.63,34,2023-12-04
CC0255,7525156561822281,1396.03,696.81,298.39,1879.11,16672.73,836.46,129.26,29,2023-06-26
CC0256,4627181100717917,2173.03,1306.98,485.46,9199.08,40402.29,498.98,135.53,20,2023-01-23
CC0257,2889777976750567,16781.9,4291.68,2606.25,8893.81,43818.83,5690.01,1009.25,12,2024-12-27
CC0258,5324384571163703,29143.28,10466.67,9406.09,5013.44,77577.71,26566.91,5958.07,10,2023-07-30
CC0259,6790821127293941,43911.57,17112.26,2531.81,4066.67,56431.19,39116.78,14592.52,12,2023-01-21
CC0260,6638177817031451,25589.43,15145.7,1327.08,5414.83,52200.05,17502.21,4409.69,8,2023-08-23
CC0261,2562928923710603,30551.43,25922.45,24947.41,2901.2,42883.8,24278.26,7806.52,31,2024-08-13
CC0262,1807320998071488,48108.47,43531.23,13362.87,6862.93,72135.52,20517.59,8674.44,11,2023-10-05
CC0263,0568760947423065,13611.1,11913.02,7921.09,2191.71,52256.75,5115.74,2422.05,25,2024-05-01
CC0264,9525521427851259,1168.86,989.37,918.74,453.78,34657.73,187.48,88.33,8,2024-05-21
CC0265,3628053243800460,24399.53,15556.48,1561.23,3924.95,53789.39,2683.19,1292.87,36,2024-03-01
CC0266,7043913246765817,29393.17,8785.06,5081.14,3169.32,49869.88,8431.26,2595.25,20,2024-12-22
CC0267,9253141124788749,18655.98,7559.07,3326.65,6256.71,45150.59,1313.28,282.14,27,2023-04-14
CC0268,1518406350878687,26445.36,21100.69,10792.2,6205.24,41430.95,9207.28,2160.98,21,2023-01-22
CC0269,5933930936760783,22224.9,12436.3,2200.21,8103.92,28374.3,4263.59,1592.67,31,2024-07-18
CC0270,3469162730831209,20872.87,18302.62,1169.57,2636.28,31774.07,20719.33,3154.82,19,2023-04-18
CC0271,9411236348345270,43313.61,30684.81,4756.87,2628.25,79191.7,10631.94,5009.71,18,2024-12-17
CC0272,5333902965146213,30433.14,12071.17,1934.13,8047.3,69670.18,17274.19,5344.19,16,2024-11-01
CC0273,6390334826452400,17623.01,8739.34,1873.82,3590.53,32241.75,11636.0,3811.63,10,2024-04-17
CC0274,0795152709823807,46544.75,9467.53,5254.09,7210.05,80048.57,22293.28,8404.73,31,2024-01-04
CC0275,7601886782651505,46347.59,27743.64,6856.37,587.56,86617.49,42378.23,14651.41,32,2023-04-18
CC0276,1477668454277221,13599.04,4586.97,4101.72,2042.41,39854.13,4152.45,975.94,26,2023-04-01
CC0277,6254712993289998,32660.14,10505.23,3619.13,1769.36,44023.99,15714.93,5295.46,36,2023-01-05
CC0278,4176841517000696,35047.08,15268.6,5232.54,220.82,73967.84,10804.79,4526.42,9,2024-03-16
CC0279,7222166548786465,46048.66,25186.35,16270.98,7828.98,66953.06,42408.04,10986.88,23,2023-10-19
CC0280,9270562254707598,12457.08,12143.29,10154.55,4656.32,43994.47,5024.96,1851.68,11,2023-12-07
CC0281,9582143086693417,14414.48,10994.8,1567.66,5726.38,45474.97,2428.22,1089.87,25,2024-07-19
CC0282,6278629158147457,13085.17,3730.91,596.48,4493.34,21307.4,1412.5,575.21,9,2023-01-13
CC0283,1007163131135677,49204.2,3548.14,2544.5,2291.22,98642.1,6531.91,804.03,10,2024-07-28
CC0284,7039663326620525,19603.22,2927.54,2155.07,8888.53,42492.82,1570.86,722.38,33,2024-10-29
CC0285,9728061591686612,27193.69,18289.95,14374.37,7276.51,39429.54,7895.41,2096.88,30,2024-10-07
CC0286,8982404251497463,38199.06,22116.09,6923.46,3281.4,63771.3,21680.78,5043.0,10,2024-01-17
CC0287,2560884707117633,22224.27,16727.23,1683.63,6563.58,30142.89,1470.45,492.76,15,2024-05-04
CC0288,2841295855300198,11280.9,2540.28,2456.18,8973.43,53010.68,9880.77,2324.54,25,2023-11-02
CC0289,5516091179493823,8756.18,5075.9,4855.3,943.11,41059.07,6470.27,1563.95,21,2023-04-26
CC0290,7584701978811090,35793.26,934.82,621.82,2006.9,63230.03,32320.5,15099.98,32,2024-09-18
CC0291,7872821747793367,40666.96,4037.31,2739.94,5867.41,64479.53,16564.93,6464.16,19,2024-01-21
CC0292,7157187182017883,24787.89,13809.88,4514.94,3144.28,74401.63,2109.5,781.39,7,2023-06-11
CC0293,2793467488518851,10191.62,4215.54,1774.97,9376.37,18686.45,5008.97,1289.48,25,2023-07-27
CC0294,1177355563693479,34030.04,9409.39,468.55,1942.78,49995.45,30109.82,3496.66,18,2023-04-15
CC0295,3761035233190729,23938.17,3245.41,105.25,7663.85,39564.49,20609.3,6297.47,15,2024-07-15
CC0296,0373610180196226,44668.97,30196.24,22638.0,852.42,75788.49,30757.42,14028.53,36,2024-07-21
CC0297,5186766749513498,17779.49,11276.33,9607.5,4584.66,61317.06,3931.82,720.02,20,2024-03-07
CC0298,8326886219461106,36553.67,12822.5,8304.5,7051.29,81440.71,12777.38,3619.08,27,2024-02-10
CC0299,9677456589960335,22303.37,20973.62,5284.84,2176.85,61694.03,21713.36,8518.62,11,2023-08-25
CC0300,3699717450335717,47685.55,7478.29,3084.8,3772.3,80339.35,18695.46,3977.09,18,2023-07-04
CC0301,2056159980375230,35916.16,22812.06,14129.44,9672.91,74944.59,3382.72,535.19,31,2024-12-17
CC0302,4317958252229911,48416.71,32485.65,17360.31,2688.52,55731.94,221.88,34.1,17,2023-05-31
CC0303,0743464818684256,47606.36,21461.1,12485.59,5883.88,86372.78,47230.77,9177.75,23,2023-01-22
CC0304,5285096568651890,49579.15,38692.13,26834.36,4414.45,62190.52,10872.97,1805.8,13,2024-06-14
CC0305,8776939980682132,49458.36,46545.98,3498.4,8336.82,54686.58,48673.51,7243.02,24,2024-11-17
CC0306,3164937808507900,26978.07,15997.71,4122.53,689.06,54215.63,24988.09,11881.96,25,2024-03-07
CC0307,9381021025185823,24347.01,2888.89,2346.44,5600.05,72639.8,11210.24,2339.27,30,2024-05-08
CC0308,2179825075320815,41061.81,24931.43,15803.08,2078.04,48248.49,27009.03,4835.28,13,2024-01-02
CC0309,7465365205390504,33548.58,17228.76,4868.81,283.34,45726.43,18148.69,8176.53,12,2023-02-19
CC0310,5997559512128698,41464.5,33058.13,1322.72,1695.77,59570.75,1926.53,365.17,16,2023-01-23
CC0311,7801561641318480,10813.08,5732.22,712.17,7349.0,59748.85,9854.3,2900.4,23,2023-03-23
CC0312,0846842516831084,47597.27,16733.4,11364.41,6287.36,60813.41,8397.16,3301.24,33,2024-01-14
CC0313,4541913545422726,6539.44,5665.57,807.12,3080.59,36371.05,5770.46,1041.26,34,2023-12-29
CC0314,9985101771146726,47445.72,44132.77,20767.02,1896.7,60405.82,33749.32,4782.35,29,2024-05-03
CC0315,7359508493646696,2885.35,2824.49,865.18,51.05,25013.57,1086.98,188.43,13,2023-10-03
CC0316,6297915143091778,46814.12,42289.1,38792.02,7124.4,85275.79,41804.29,4245.1,25,2023-08-02
CC0317,9161786106495441,21964.35,4511.45,4328.73,6575.42,29990.96,20655.2,6987.16,27,2024-11-28
CC0318,0421408017483836,5375.58,3886.25,3827.41,2193.21,31084.01,1542.15,569.53,7,2024-05-22
CC0319,3046374753435760,19186.78,1522.68,1372.41,3722.56,33403.9,4726.13,2192.18,14,2024-12-07
CC0320,3384194956378074,40416.99,3191.2,2015.48,6202.69,63404.33,13349.3,4850.86,13,2023-03-25
CC0321,7998514762122866,48283.99,16773.83,1250.37,952.99,71775.54,4250.96,1514.39,28,2023-07-17
CC0322,0636030482102368,32176.28,19244.27,18047.19,5320.15,44698.16,15101.13,5638.23,21,2023-12-29
CC0323,7906032099152159,47945.03,18341.92,6967.04,370.88,83750.5,39553.1,6199.09,22,2023-11-17
CC0324,5328228644141839,48582.14,45373.2,43420.23,4301.3,68680.52,33228.57,10055.81,9,2024-07-06
CC0325,4360643809327435,2218.64,850.39,16.87,85.78,41424.35,1679.77,532.75,6,2023-03-04
CC0326,4098956258944455,10907.44,6960.38,2570.8,6130.99,54073.67,5849.44,1756.65,22,2023-12-31
CC0327,3444859007274959,4616.61,2885.1,30.23,9676.52,23486.27,337.88,135.6,15,2023-10-12
CC0328,0740522572591300,1807.02,1587.12,334.28,7164.54,21757.97,1446.06,477.04,15,2023-11-26
CC0329,5827532623712751,46119.76,34125.09,34031.1,6803.63,61825.14,28213.65,8521.05,15,2023-04-13
CC0330,6359679561510901,2812.44,823.22,459.97,9235.64,32782.45,2236.69,773.7,6,2024-05-08
CC0331,4837768103247173,44749.91,18271.92,9783.62,8315.86,51247.09,23174.37,10458.84,34,2024-07-19
CC0332,2235167092577347,16627.95,9027.12,8426.36,899.56,27241.02,16085.68,4776.37,12,2024-10-19
CC0333,7183352809876917,13797.72,6466.82,5829.95,8885.75,36167.28,2421.91,1087.71,34,2024-03-26
CC0334,9612422039210161,16126.49,15920.62,14495.6,9995.91,26730.02,6441.87,2099.69,36,2023-11-19
CC0335,2763096500401164,18220.14,17315.4,13854.87,6310.33,51090.79,15056.04,4634.8,10,2023-05-12
CC0336,9414061231424130,46889.8,24436.61,11674.19,2259.67,56735.44,18078.73,1983.87,20,2024-12-12
CC0337,5406312255511972,21309.48,2566.05,1713.15,6957.25,68820.52,306.62,136.06,26,2023-12-26
CC0338,1949738636202613,41080.36,35681.65,17002.32,6555.65,77431.78,38214.57,8773.56,27,2024-07-13
CC0339,3187045037403476,11720.96,8871.21,4036.88,3513.93,59278.71,6995.71,1535.72,28,2024-09-03
CC0340,3331696503820527,44849.47,3071.15,2794.37,436.16,67747.09,18130.64,4051.8,34,2024-02-28
CC0341,9488259519110689,36293.76,4563.25,3098.96,9661.87,78379.63,1706.0,819.86,22,2023-08-25
CC0342,0162988577448307,18283.84,15306.05,8128.67,6963.54,53024.7,14237.76,4627.65,11,2023-08-12
CC0343,1387042515870978,22647.91,15509.79,15267.81,3256.2,53173.28,6549.07,774.9,11,2024-10-05
CC0344,6511920453157033,44013.14,25761.56,448.38,2682.01,81531.09,14796.82,6551.55,35,2024-05-03
CC0345,8975464030372766,11646.61,5514.66,1892.74,6135.59,40819.33,2844.61,1065.13,7,2024-03-01
CC0346,8947908405877374,33705.0,11545.92,7193.1,1750.28,68333.04,26805.39,3635.72,24,2023-05-03
CC0347,4916875749222008,13892.31,12286.05,4691.88,6951.46,38085.27,5194.72,1481.54,14,2024-11-02
CC0348,6672915548728924,33644.33,16496.19,11975.12,3525.48,72801.88,15339.34,6170.96,14,2024-05-22
CC0349,5088246216570083,5751.78,3379.68,2516.91,1818.4,18453.73,1391.83,178.22,21,2023-12-09
CC0350,5134827676994170,24518.43,1721.15,735.92,2158.58,66967.15,10161.28,1051.67,22,2023-05-18
CC0351,9936671340950264,47151.3,4068.0,3287.55,5409.66,89297.76,38392.5,12033.88,25,2024-01-26
CC0352,9686159206423218,3530.14,834.38,605.72,9974.98,27630.78,1898.68,212.0,19,2024-10-24
CC0353,4860393223497279,1627.49,1375.05,343.67,6781.77,28530.27,1549.62,160.39,15,2023-07-07
CC0354,9860203493423305,37613.38,19065.14,2681.11,6357.25,48187.9,33635.51,5815.69,8,2023-02-08
CC0355,3808691936491336,42752.4,2487.83,1712.66,1620.17,70542.79,14557.32,7046.15,25,2023-03-31
CC0356,0026231267536248,34543.29,17571.38,4698.7,3647.86,45099.76,5498.26,1523.47,15,2024-08-20
CC0357,9176066355420117,41155.57,8829.89,5257.45,1257.56,58723.25,35609.39,4797.41,9,2024-08-12
CC0358,8391342315306108,14131.02,10660.51,8265.3,8324.21,30132.74,12006.39,1734.59,32,2024-11-15
CC0359,2014873544625974,43988.09,5745.36,1810.69,4915.63,54592.59,30608.47,7455.09,10,2024-05-28
CC0360,2515408356301451,20786.0,20342.52,10952.13,8944.72,47671.3,9443.61,2572.6,14,2024-04-10
CC0361,9906251459309184,46914.17,31956.97,17080.37,1597.27,58655.13,3428.99,374.13,7,2023-05-17
CC0362,8836195633645495,45078.69,35982.62,4848.52,2048.44,63933.71,33577.0,4438.28,19,2023-09-23
CC0363,5162510412277414,41637.93,551.03,90.42,1164.39,51251.57,2554.6,776.58,9,2023-05-04
CC0364,9215200091965685,13854.42,5562.83,2939.58,3064.45,57637.28,7118.13,3485.11,25,2024-04-28
CC0365,1277672710678853,22733.15,12640.97,9563.76,7757.19,45238.14,11484.21,5429.72,33,2023-06-09
CC0366,2076937745420997,9701.7,6613.95,4908.74,3162.48,57715.96,5262.64,1367.86,23,2024-02-19
CC0367,9134082241090211,12389.76,5659.64,4080.8,7593.02,19066.28,4180.65,2030.1,22,2024-06-13
CC0368,3850274094087204,25036.42,21122.2,15152.68,3611.08,69054.2,455.33,147.85,33,2024-07-21
CC0369,2506609646782680,10995.79,9530.74,7212.09,8511.19,28476.98,8920.68,1254.27,34,2024-03-30
CC0370,4553934589143374,4308.27,3730.49,2397.07,1509.79,14124.7,608.82,124.93,22,2024-03-29
CC0371,4876329424749388,8643.98,8351.01,3578.11,671.62,13726.33,1371.46,294.68,30,2024-01-11
CC0372,4249559269469468,13155.32,10432.34,5213.44,1108.28,59091.27,833.32,285.67,13,2023-12-14
CC0373,8816659818470710,38945.19,14660.15,5265.21,2590.84,83744.56,26983.07,11839.58,20,2023-10-06
CC0374,3486791839634162,42338.58,29559.85,5453.04,3873.96,85305.99,31147.37,10765.11,35,2023-04-21
CC0375,6618983117410433,39094.52,5544.47,151.16,4064.49,50965.85,25674.87,8134.17,32,2024-05-04
CC0376,0901081636005249,43999.83,24695.12,8883.03,476.76,49044.2,22075.39,3012.12,17,2024-06-26
CC0377,6251013215573279,42412.09,29619.55,13961.3,7655.41,51702.73,33500.88,13079.86,35,2024-06-27
CC0378,2233703909508071,42897.09,990.65,818.16,3544.34,62799.66,26347.22,8752.59,30,2023-12-01
CC0379,9703721408295946,1658.23,1378.33,388.12,1166.89,48273.83,1225.75,554.45,35,2024-04-03
CC0380,5521550277136971,29034.47,23776.56,6463.87,3185.06,43552.92,7890.52,1083.36,7,2024-03-22
CC0381,3368839396304461,19163.45,18960.95,7165.0,4976.32,26756.57,8811.89,1022.9,16,2023-09-13
CC0382,8152897618474612,22459.78,656.37,18.08,6310.03,64460.76,9464.89,1161.46,36,2024-09-15
CC0383,3612301765012807,34548.66,16059.64,1453.32,847.8,77851.21,16206.01,3395.78,16,2023-03-22
CC0384,2426739041312246,5689.32,1990.48,802.81,6121.73,43287.56,2440.1,333.37,32,2024-03-05
CC0385,0356966154622885,34771.07,4656.17,4178.49,8272.13,82659.5,5827.81,2313.18,20,2024-01-08
CC0386,6571199587901335,32285.41,13232.48,6664.89,3972.51,68133.4,25102.75,4375.21,30,2023-12-26
CC0387,9135678771427973,3310.5,683.03,324.31,1261.28,35219.41,1287.88,231.3,15,2023-12-24
CC0388,3610513810155163,16217.88,10403.55,3578.56,1195.7,30207.08,4681.68,1975.71,31,2024-08-11
CC0389,6428921651605074,5323.29,2243.56,1034.17,1771.04,33869.23,4729.06,1589.58,35,2023-10-26
CC0390,2875829304207103,6945.7,2249.13,279.51,328.34,27553.72,5377.64,607.63,25,2023-03-21
CC0391,5959603844570558,49915.49,31011.0,19575.65,7481.37,58256.72,23061.52,2480.09,15,2023-12-30
CC0392,6166487343249238,26369.54,22004.04,16190.51,1652.65,73402.39,9450.64,3756.25,28,2023-01-11
CC0393,0463671457896320,21904.39,10751.48,3884.5,2737.34,30363.77,15607.67,4033.87,10,2023-06-20
CC0394,2553983150077631,8958.29,2653.31,1008.97,8412.98,29680.86,7415.98,1442.69,16,2024-02-06
CC0395,8469625121802405,33110.35,3002.83,2716.04,6806.57,77710.5,27251.68,7755.44,9,2024-09-01
CC0396,5932819046602879,49612.22,7666.94,936.21,5730.96,94184.15,4781.18,1360.23,17,2024-12-09
CC0397,6570231628329831,49942.24,9128.54,2240.75,7745.16,85664.59,17841.62,7249.38,7,2024-07-09
CC0398,1197975075808599,24729.02,20246.01,7431.87,9438.19,53169.98,22402.49,8223.0,28,2023-10-12
CC0399,4167298139405357,9896.34,3534.47,2821.37,9123.21,23889.42,4397.42,1850.87,28,2024-06-02
CC0400,0552041979757601,4641.39,537.27,488.26,5026.11,16397.9,2522.95,829.61,31,2023-10-21
CC0401,6594021614370912,19154.73,11570.19,4258.77,8545.84,52273.68,4082.1,536.0,19,2023-04-29
CC0402,6741483157815260,41662.18,13353.56,8131.17,468.34,82226.1,25534.14,2981.71,25,2023-10-20
CC0403,4679596147781469,33015.89,5517.16,1368.01,9274.58,53537.89,2580.43,838.8,36,2024-01-09
CC0404,8322077748212570,41425.05,16323.95,5783.56,214.85,77314.98,18790.47,6851.22,19,2023-08-01
CC0405,8785398067924819,21560.07,11691.68,8383.69,5981.18,33137.3,12133.96,1583.63,11,2023-06-24
CC0406,3563097559790638,37502.56,27511.63,20589.13,4458.58,51718.25,34396.77,4726.91,32,2024-08-07
CC0407,8332482368831288,9760.69,7235.93,4223.79,8745.85,25790.8,1375.5,285.51,34,2023-02-02
CC0408,8344744868968392,29078.32,4626.3,3230.61,4921.7,65990.23,24066.63,9566.12,33,2024-06-02
CC0409,8148442342238936,43860.51,3163.14,12.1,4149.15,49799.61,41655.72,6981.36,7,2023-12-03
CC0410,0572516844731468,44096.78,34105.24,17022.19,6835.36,68427.14,18504.59,3137.49,6,2023-08-10
CC0411,7452091479081589,38815.23,31223.09,4384.12,318.61,70862.88,38440.12,15286.17,20,2023-03-25
CC0412,7244223235927916,2736.96,1272.33,270.54,568.8,10000.0,940.44,341.39,13,2024-11-20
CC0413,0238509929010596,34656.37,26524.64,26477.98,8853.46,63748.32,1700.03,267.99,16,2023-06-29
CC0414,9187734220377032,29088.95,3038.57,2601.16,7133.98,64106.43,12844.71,6274.29,36,2024-04-15
CC0415,5957704832156323,49189.56,12356.45,7584.47,1756.83,92934.28,44005.16,7032.56,26,2024-09-01
CC0416,0726310681544444,33505.28,22252.77,20313.35,6259.49,71974.55,21921.22,3887.09,32,2024-10-04
CC0417,6468318971251656,18062.69,5815.53,4358.2,2626.68,25060.52,2740.45,502.23,34,2023-05-01
CC0418,3270893007142447,45996.99,4958.2,4334.73,216.9,62512.25,24515.07,6566.87,25,2024-10-12
CC0419,2446026093048213,10998.21,5480.85,2978.71,8938.26,28513.49,6159.2,1212.81,15,2024-08-04
CC0420,1887474749267132,31598.12,16843.05,13947.13,5467.22,48290.34,26524.85,11681.36,21,2023-03-19
CC0421,8342411058888288,39450.14,6001.41,3374.87,8250.11,84524.64,35208.85,14924.3,27,2024-02-22
CC0422,7684093801266018,11356.6,10948.7,3317.26,6150.95,53625.24,1839.23,444.94,15,2024-01-08
CC0423,0209054243107014,36652.83,5236.6,2351.95,260.93,84221.39,31053.95,5110.02,9,2023-02-05
CC0424,9062032730634436,38468.09,22053.94,940.53,1902.15,69778.51,20821.38,2892.44,8,2023-06-11
CC0425,9764072051585331,44041.68,14320.59,11376.19,5671.72,90942.02,17978.01,5744.85,35,2024-07-10
CC0426,1301008308689903,21046.94,13586.49,6246.01,9940.12,59997.51,16205.17,6688.21,8,2024-03-16
CC0427,2235936629399874,43919.2,28137.26,14960.29,1288.94,80835.57,37225.47,15377.2,22,2023-12-03
CC0428,2545684799172780,9718.87,6783.68,3080.81,1641.99,18095.03,5660.63,2501.23,28,2024-04-11
CC0429,5622567342142677,14948.04,8100.67,3552.88,8723.6,54203.11,9906.77,2231.59,20,2023-09-03
CC0430,0858243055818638,7356.28,2430.64,961.26,3518.79,37991.25,2710.92,276.55,17,2024-02-01
CC0431,2692268420922136,3726.41,2035.8,1247.19,6115.56,16009.22,183.61,35.39,26,2023-05-17
CC0432,9534322047639445,23296.77,19034.89,3013.58,9107.06,71963.48,9576.1,3197.85,21,2024-09-30
CC0433,2725998498601775,33117.49,27447.74,22627.3,4349.15,45419.05,4103.31,1141.25,15,2024-03-10
CC0434,7418805058389146,8760.62,5911.81,5715.46,2873.67,54255.58,4198.11,1006.57,17,2024-06-20
CC0435,1186369076699361,38864.23,28543.85,5739.38,7419.22,65033.44,11765.44,3722.83,28,2023-08-05
CC0436,9187325145460607,39295.12,10789.59,9747.48,9898.34,71748.78,8703.99,4074.21,24,2023-03-15
CC0437,8944997070454821,12525.17,11650.31,3295.83,9481.43,61879.3,5956.95,2284.86,17,2024-07-31
CC0438,9353849612555922,4605.77,1736.04,344.77,9173.46,41412.99,3753.46,1761.25,21,2024-07-12
CC0439,1162598391350832,45680.89,9541.93,1394.52,6745.03,77294.49,33330.4,11811.59,27,2023-04-16
CC0440,0746443992061104,47600.83,31707.81,17467.39,3221.51,76703.27,29495.49,11054.88,20,2024-06-28
CC0441,7755071810255084,38116.54,9060.92,1794.04,2720.93,69171.7,29844.78,8843.79,17,2024-10-21
CC0442,5567070916170846,2475.17,1085.32,842.86,3954.49,23891.82,49.38,17.71,29,2023-11-16
CC0443,8301339590754118,38937.47,6424.91,735.64,9293.94,49837.7,10628.12,2310.58,18,2023-08-18
CC0444,4989041902511902,15492.36,4675.25,4193.64,9705.96,28992.82,6096.51,806.9,20,2023-05-21
CC0445,6877207832483561,5912.36,2602.1,1797.32,1216.3,20889.82,3832.86,1100.42,28,2023-04-03
CC0446,9183878332687637,23806.06,1848.72,58.78,1940.9,73448.15,2827.18,1301.8,10,2024-06-15
CC0447,6047732752882095,3677.59,3401.18,3236.96,8379.82,50016.9,2564.03,260.66,22,2023-02-13
CC0448,9870791915883452,13760.09,4649.19,1893.37,6888.17,33878.09,2061.0,218.45,11,2023-04-16
CC0449,9143802089671919,38367.48,15938.04,14351.28,1159.83,49451.59,21374.82,5880.04,31,2023-12-14
CC0450,3953227086582713,36021.36,36015.64,14904.32,4308.35,67386.34,32857.27,11053.08,25,2023-05-06
CC0451,9996481915977814,20399.53,15470.07,8627.45,4571.2,34807.24,7327.48,866.66,6,2023-01-05
CC0452,7828197599230465,44731.3,39764.75,20084.77,2175.02,60860.67,8101.17,1800.41,20,2024-11-09
CC0453,0972068814798431,33036.03,25913.29,24584.5,4809.97,49175.35,32555.54,13911.9,19,2024-06-19
CC0454,8081261807900774,26407.32,3246.14,2113.6,766.32,61978.86,8469.55,4228.47,33,2024-04-12
CC0455,6834269035911014,47845.75,4717.31,799.25,8601.75,75855.97,7145.56,3389.31,19,2023-12-04
CC0456,7162130440488746,30162.67,3397.43,26.39,3217.5,63094.98,5226.8,2400.18,19,2024-04-25
CC0457,7270578655205483,23507.21,18414.62,5683.75,9145.8,60768.27,1029.2,414.12,21,2024-02-28
CC0458,4059044083369215,42128.37,6218.0,253.61,6504.19,83015.78,12979.48,1818.57,10,2023-07-09
CC0459,0346843895477160,13868.55,912.46,427.28,9001.1,61804.13,4538.87,1362.35,14,2023-12-19
CC0460,4812461570982729,1341.42,977.74,574.97,2110.01,40275.44,719.24,125.88,17,2024-07-09
CC0461,1039098803254286,38321.5,11833.61,8070.59,2650.62,82058.74,23356.98,11013.9,15,2024-05-09
CC0462,6614258579347097,18128.93,17980.85,4593.16,6448.82,42997.68,13695.06,3061.86,32,2023-10-22
CC0463,5092030195228502,39434.43,18350.01,6658.43,4950.98,80356.13,9638.4,2452.12,36,2024-06-21
CC0464,7098904508394720,23688.32,13836.29,12417.13,9085.85,64967.02,9440.51,3918.09,10,2023-07-10
CC0465,2898783269703675,32578.59,17319.77,3684.11,3642.19,74349.28,22002.15,5290.29,6,2024-05-09
CC0466,6595590095398497,1417.32,1398.36,661.06,620.92,16378.48,399.5,93.37,27,2024-08-18
CC0467,4191458929708206,39311.64,22313.38,11571.61,8007.65,79050.41,8375.58,3972.65,11,2024-12-29
CC0468,1313071695215605,19698.36,10759.84,2477.38,6654.86,43118.04,19393.2,6330.58,7,2023-03-13
CC0469,4897548411994756,45207.92,32260.32,7681.95,9203.91,70165.38,10258.05,1912.03,13,2023-12-22
CC0470,6991071072645629,9187.01,8485.23,8472.15,1376.94,16780.47,9080.52,1984.51,20,2024-09-19
CC0471,6270464878278735,41496.82,22736.37,9555.19,9545.88,77927.34,38565.9,6639.24,28,2024-01-21
CC0472,3062777892838812,30095.32,26264.18,10180.55,2394.36,68031.37,11309.74,5106.15,32,2024-09-03
CC0473,5022679699179164,49412.05,20204.68,5887.42,4843.82,58670.97,8753.59,2277.86,20,2023-08-30
CC0474,8627743576593962,4903.46,2755.66,939.95,9878.42,51264.01,707.38,145.48,8,2024-01-24
CC0475,1612668182392457,20900.46,16283.15,2704.66,6490.47,67031.88,12681.02,1485.3,35,2024-01-30
CC0476,7938573594053986,38895.36,14245.64,1686.21,141.51,61590.98,2829.57,551.86,24,2023-10-21
CC0477,4941302493726128,36206.29,19318.08,3138.89,7826.49,50753.29,25630.16,11322.13,28,2023-06-15
CC0478,6120569076476722,15973.03,5118.13,1595.33,4255.1,21944.79,4875.27,925.11,27,2024-12-14
CC0479,1321423345375021,42606.14,534.42,78.99,8953.42,51947.22,35700.23,6850.03,31,2024-10-09
CC0480,2457783379370863,26098.51,4108.59,3430.04,5456.22,46853.67,3475.56,1617.3,26,2024-08-09
CC0481,6721113208154269,37990.72,1234.72,1030.75,8004.1,74051.0,19525.44,8695.7,23,2024-05-04
CC0482,3756168143754740,48979.44,34870.07,1698.48,6477.0,60028.47,16567.75,3124.85,18,2023-08-27
CC0483,5092636903680776,12561.66,9715.64,2196.0,4936.59,41165.88,3174.31,1007.5,13,2023-06-03
CC0484,7507086044297603,13445.13,1804.34,131.13,7886.6,42892.15,2755.74,1073.98,35,2023-12-11
CC0485,6315593041861076,23648.43,12274.36,7525.6,8644.38,43752.0,21871.05,9181.71,32,2024-07-22
CC0486,3711290631479143,29368.25,4644.03,3419.92,4835.55,63832.5,24589.88,4597.02,34,2024-10-17
CC0487,2444293454626657,16512.05,681.29,316.53,1657.34,48843.11,4704.62,913.13,10,2023-01-23
CC0488,5594214106794332,3823.52,1239.05,777.33,7808.95,41550.19,1501.13,346.66,32,2023-07-17
CC0489,2113230424414917,6469.02,3974.12,2509.71,2408.43,38275.12,1463.38,489.4,29,2024-01-15
CC0490,3581619203658410,45823.45,16675.88,8704.14,830.26,80629.71,3006.1,818.38,34,2023-05-31
CC0491,6117132233168885,6870.79,1271.26,256.24,4650.35,28379.09,4622.47,712.12,21,2024-02-22
CC0492,5160350086974462,19175.76,6594.03,881.74,316.76,47397.16,18801.03,3501.12,36,2023-12-18
CC0493,4097434417880071,43977.83,40416.92,24628.56,9717.5,52120.31,37117.76,10413.9,14,2024-09-28
CC0494,1823860420190069,16847.28,15477.12,7650.12,7948.42,32427.65,5161.24,2371.95,18,2023-03-31
CC0495,6481889874315772,10944.51,4247.72,594.15,826.1,23863.99,762.66,338.05,35,2024-02-14
CC0496,9947593777573059,19966.47,3245.34,244.4,6899.59,63591.95,17546.57,5139.82,21,2023-04-18
CC0497,6726332482721058,49069.6,26757.61,1309.76,1280.51,85902.42,4851.7,2348.25,17,2024-01-05
CC0498,0155385319348647,33714.0,24576.36,9965.53,2437.4,81376.78,23743.04,6582.17,9,2024-09-08
CC0499,1587920086872641,30442.12,8298.73,4804.01,7093.76,45119.14,19987.79,9499.71,31,2023-03-27
