client_id,client_name,industry_segment,contact_person,contact_email,city,state,created_at
CLNT90232,IndustrialClient_232,Aerospace,Contact_232,client232@example.com,Nagpur,Gujarat,2025-11-10 03:15:47
CLNT90233,IndustrialClient_233,Construction,Contact_233,client233@example.com,Chennai,Maharashtra,2024-10-12 20:09:23
CLNT90234,IndustrialClient_234,Automotive,Contact_234,client234@example.com,Lucknow,Karnataka,2024-07-15 14:25:02
CLNT90235,IndustrialClient_235,Marine,Contact_235,client235@example.com,Pune,Maharashtra,2025-09-25 01:52:53
CLNT90236,IndustrialClient_236,Automotive,Contact_236,client236@example.com,Kolkata,Gujarat,2023-03-01 03:47:22
CLNT90237,IndustrialClient_237,Construction,Contact_237,client237@example.com,Delhi,Maharashtra,2023-02-17 06:52:38
CLNT90238,IndustrialClient_238,Automotive,Contact_238,client238@example.com,Ahmedabad,Telangana,2024-06-07 14:36:16
CLNT90239,IndustrialClient_239,Marine,Contact_239,client239@example.com,Hyderabad,West Bengal,2024-11-13 01:02:39
CLNT90240,IndustrialClient_240,Automotive,Contact_240,client240@example.com,Delhi,Uttar Pradesh,2025-03-14 23:00:35
CLNT90241,IndustrialClient_241,Automotive,Contact_241,client241@example.com,Lucknow,Tamil Nadu,2023-07-19 12:55:59
CLNT90242,IndustrialClient_242,Marine,Contact_242,client242@example.com,Ahmedabad,West Bengal,2025-01-27 07:08:29
CLNT90243,IndustrialClient_243,Construction,Contact_243,client243@example.com,Surat,Rajasthan,2023-04-09 16:41:18
CLNT90244,IndustrialClient_244,Construction,Contact_244,client244@example.com,Hyderabad,Gujarat,2025-12-11 08:37:02
CLNT90245,IndustrialClient_245,Aerospace,Contact_245,client245@example.com,Kolkata,Maharashtra,2025-06-21 04:39:23
CLNT90246,IndustrialClient_246,Automotive,Contact_246,client246@example.com,Mumbai,West Bengal,2025-04-12 17:01:00
CLNT90247,IndustrialClient_247,Marine,Contact_247,client247@example.com,Jaipur,Tamil Nadu,2023-07-21 04:32:10
CLNT90248,IndustrialClient_248,Construction,Contact_248,client248@example.com,Chennai,Tamil Nadu,2025-01-21 01:01:05
CLNT90249,IndustrialClient_249,Marine,Contact_249,client249@example.com,Mumbai,Karnataka,2024-04-12 14:06:46
CLNT90250,IndustrialClient_250,Aerospace,Contact_250,client250@example.com,Delhi,Uttar Pradesh,2024-03-02 13:16:04
CLNT90251,IndustrialClient_251,Marine,Contact_251,client251@example.com,Mumbai,Rajasthan,2023-05-25 08:57:45
CLNT90252,IndustrialClient_252,Automotive,Contact_252,client252@example.com,Nagpur,West Bengal,2024-03-26 13:30:06
CLNT90253,IndustrialClient_253,Marine,Contact_253,client253@example.com,Jaipur,Uttar Pradesh,2023-02-16 21:34:02
CLNT90254,IndustrialClient_254,Construction,Contact_254,client254@example.com,Lucknow,Maharashtra,2023-03-03 11:16:38
CLNT90255,IndustrialClient_255,Automotive,Contact_255,client255@example.com,Hyderabad,Gujarat,2025-08-27 06:41:43
CLNT90256,IndustrialClient_256,Construction,Contact_256,client256@example.com,Mumbai,Telangana,2025-08-25 10:36:35
CLNT90257,IndustrialClient_257,Automotive,Contact_257,client257@example.com,Surat,Karnataka,2024-11-27 07:56:41
CLNT90258,IndustrialClient_258,Automotive,Contact_258,client258@example.com,Kolkata,Delhi,2023-06-01 13:07:17
CLNT90259,IndustrialClient_259,Construction,Contact_259,client259@example.com,Delhi,Gujarat,2025-11-07 00:44:57
CLNT90260,IndustrialClient_260,Automotive,Contact_260,client260@example.com,Surat,Delhi,2025-03-01 16:40:14
CLNT90261,IndustrialClient_261,Automotive,Contact_261,client261@example.com,Ahmedabad,Delhi,2023-12-19 18:42:25
CLNT90262,IndustrialClient_262,Construction,Contact_262,client262@example.com,Lucknow,Maharashtra,2025-01-23 18:38:17
CLNT90263,IndustrialClient_263,Aerospace,Contact_263,client263@example.com,Hyderabad,Maharashtra,2024-03-30 16:14:53
CLNT90264,IndustrialClient_264,Automotive,Contact_264,client264@example.com,Kolkata,Maharashtra,2025-07-31 08:42:33
CLNT90265,IndustrialClient_265,Aerospace,Contact_265,client265@example.com,Jaipur,Gujarat,2024-10-12 16:19:57
CLNT90266,IndustrialClient_266,Automotive,Contact_266,client266@example.com,Surat,Gujarat,2025-06-25 23:49:54
CLNT90267,IndustrialClient_267,Marine,Contact_267,client267@example.com,Chennai,Telangana,2024-11-01 21:18:09
CLNT90268,IndustrialClient_268,Marine,Contact_268,client268@example.com,Kolkata,Maharashtra,2024-10-13 09:39:09
CLNT90269,IndustrialClient_269,Construction,Contact_269,client269@example.com,Hyderabad,Maharashtra,2023-05-31 02:00:27
CLNT90270,IndustrialClient_270,Aerospace,Contact_270,client270@example.com,Mumbai,Rajasthan,2024-10-19 07:51:35
CLNT90271,IndustrialClient_271,Automotive,Contact_271,client271@example.com,Surat,Telangana,2024-11-22 17:59:34
CLNT90272,IndustrialClient_272,Automotive,Contact_272,client272@example.com,Bengaluru,Rajasthan,2024-06-10 14:01:09
CLNT90273,IndustrialClient_273,Automotive,Contact_273,client273@example.com,Delhi,Uttar Pradesh,2024-07-05 02:06:41
CLNT90274,IndustrialClient_274,Aerospace,Contact_274,client274@example.com,Ahmedabad,Uttar Pradesh,2024-06-26 15:35:20
CLNT90275,IndustrialClient_275,Marine,Contact_275,client275@example.com,Lucknow,Uttar Pradesh,2025-10-18 01:45:45
CLNT90276,IndustrialClient_276,Aerospace,Contact_276,client276@example.com,Delhi,Maharashtra,2023-06-06 21:22:14
CLNT90277,IndustrialClient_277,Aerospace,Contact_277,client277@example.com,Bengaluru,Tamil Nadu,2024-08-31 04:03:34
CLNT90278,IndustrialClient_278,Construction,Contact_278,client278@example.com,Chennai,Maharashtra,2024-11-13 17:06:39
CLNT90279,IndustrialClient_279,Automotive,Contact_279,client279@example.com,Kolkata,Gujarat,2023-07-07 04:34:44
CLNT90280,IndustrialClient_280,Automotive,Contact_280,client280@example.com,Delhi,Tamil Nadu,2024-06-18 03:04:00
CLNT90281,IndustrialClient_281,Marine,Contact_281,client281@example.com,Kolkata,Gujarat,2024-06-16 22:24:43
CLNT90282,IndustrialClient_282,Aerospace,Contact_282,client282@example.com,Ahmedabad,Karnataka,2025-07-19 18:30:13
CLNT90283,IndustrialClient_283,Marine,Contact_283,client283@example.com,Mumbai,West Bengal,2025-12-06 18:08:06
CLNT90284,IndustrialClient_284,Aerospace,Contact_284,client284@example.com,Bengaluru,Uttar Pradesh,2023-06-09 03:12:41
CLNT90285,IndustrialClient_285,Aerospace,Contact_285,client285@example.com,Lucknow,Uttar Pradesh,2023-04-22 10:21:10
CLNT90286,IndustrialClient_286,Automotive,Contact_286,client286@example.com,Mumbai,Rajasthan,2023-10-28 02:34:48
CLNT90287,IndustrialClient_287,Automotive,Contact_287,client287@example.com,Jaipur,Maharashtra,2025-10-18 01:02:31
CLNT90288,IndustrialClient_288,Construction,Contact_288,client288@example.com,Lucknow,Delhi,2024-05-20 15:45:23
CLNT90289,IndustrialClient_289,Aerospace,Contact_289,client289@example.com,Nagpur,Telangana,2023-11-14 05:40:09
CLNT90290,IndustrialClient_290,Automotive,Contact_290,client290@example.com,Delhi,Tamil Nadu,2025-09-02 05:15:38
CLNT90291,IndustrialClient_291,Construction,Contact_291,client291@example.com,Pune,Telangana,2024-09-29 05:24:53
CLNT90292,IndustrialClient_292,Automotive,Contact_292,client292@example.com,Delhi,Gujarat,2023-02-26 06:24:44
CLNT90293,IndustrialClient_293,Marine,Contact_293,client293@example.com,Jaipur,Delhi,2024-02-15 19:35:41
CLNT90294,IndustrialClient_294,Marine,Contact_294,client294@example.com,Surat,West Bengal,2023-08-13 16:11:27
CLNT90295,IndustrialClient_295,Aerospace,Contact_295,client295@example.com,Lucknow,Gujarat,2025-09-20 20:06:06
CLNT90296,IndustrialClient_296,Aerospace,Contact_296,client296@example.com,Jaipur,Tamil Nadu,2024-09-12 02:34:49
CLNT90297,IndustrialClient_297,Construction,Contact_297,client297@example.com,Bengaluru,Maharashtra,2023-09-05 16:08:38
CLNT90298,IndustrialClient_298,Automotive,Contact_298,client298@example.com,Hyderabad,Uttar Pradesh,2024-06-14 14:43:20
CLNT90299,IndustrialClient_299,Marine,Contact_299,client299@example.com,Lucknow,Tamil Nadu,2025-09-04 19:59:30
CLNT90300,IndustrialClient_300,Marine,Contact_300,client300@example.com,Hyderabad,Delhi,2024-08-26 00:21:24
CLNT90301,IndustrialClient_301,Marine,Contact_301,client301@example.com,Pune,Rajasthan,2023-06-21 04:19:43
CLNT90302,IndustrialClient_302,Automotive,Contact_302,client302@example.com,Bengaluru,Karnataka,2025-07-28 21:23:48
CLNT90303,IndustrialClient_303,Construction,Contact_303,client303@example.com,Bengaluru,Karnataka,2024-07-30 02:35:27
CLNT90304,IndustrialClient_304,Automotive,Contact_304,client304@example.com,Delhi,Uttar Pradesh,2025-11-21 00:48:41
CLNT90305,IndustrialClient_305,Automotive,Contact_305,client305@example.com,Hyderabad,Telangana,2025-09-05 04:43:41
CLNT90306,IndustrialClient_306,Automotive,Contact_306,client306@example.com,Pune,Maharashtra,2024-09-11 23:00:38
CLNT90307,IndustrialClient_307,Automotive,Contact_307,client307@example.com,Bengaluru,Maharashtra,2025-07-28 15:53:19
CLNT90308,IndustrialClient_308,Construction,Contact_308,client308@example.com,Chennai,Karnataka,2023-01-08 16:29:23
CLNT90309,IndustrialClient_309,Construction,Contact_309,client309@example.com,Ahmedabad,Tamil Nadu,2024-09-21 17:14:19
CLNT90310,IndustrialClient_310,Marine,Contact_310,client310@example.com,Delhi,Telangana,2025-03-21 02:03:40
CLNT90311,IndustrialClient_311,Aerospace,Contact_311,client311@example.com,Nagpur,Tamil Nadu,2024-06-28 18:12:20
CLNT90312,IndustrialClient_312,Construction,Contact_312,client312@example.com,Mumbai,Maharashtra,2024-08-14 12:41:15
CLNT90313,IndustrialClient_313,Automotive,Contact_313,client313@example.com,Bengaluru,Tamil Nadu,2024-09-03 03:43:07
CLNT90314,IndustrialClient_314,Marine,Contact_314,client314@example.com,Lucknow,Telangana,2024-03-24 18:10:50
CLNT90315,IndustrialClient_315,Marine,Contact_315,client315@example.com,Jaipur,Maharashtra,2023-08-25 09:27:30
CLNT90316,IndustrialClient_316,Construction,Contact_316,client316@example.com,Chennai,Gujarat,2024-01-18 01:48:39
CLNT90317,IndustrialClient_317,Construction,Contact_317,client317@example.com,Hyderabad,West Bengal,2025-07-13 01:52:08
CLNT90318,IndustrialClient_318,Aerospace,Contact_318,client318@example.com,Delhi,Karnataka,2025-07-09 16:27:14
CLNT90319,IndustrialClient_319,Marine,Contact_319,client319@example.com,Ahmedabad,Maharashtra,2024-03-20 00:59:15
CLNT90320,IndustrialClient_320,Marine,Contact_320,client320@example.com,Hyderabad,Delhi,2025-07-03 00:25:07
CLNT90321,IndustrialClient_321,Aerospace,Contact_321,client321@example.com,Jaipur,Karnataka,2025-07-15 19:19:44
CLNT90322,IndustrialClient_322,Construction,Contact_322,client322@example.com,Hyderabad,Uttar Pradesh,2024-08-23 13:11:57
CLNT90323,IndustrialClient_323,Construction,Contact_323,client323@example.com,Ahmedabad,West Bengal,2024-04-10 09:14:13
CLNT90324,IndustrialClient_324,Aerospace,Contact_324,client324@example.com,Pune,Gujarat,2023-02-12 07:06:17
CLNT90325,IndustrialClient_325,Aerospace,Contact_325,client325@example.com,Kolkata,West Bengal,2024-12-28 21:13:33
CLNT90326,IndustrialClient_326,Construction,Contact_326,client326@example.com,Kolkata,Karnataka,2023-01-21 04:44:00
CLNT90327,IndustrialClient_327,Aerospace,Contact_327,client327@example.com,Nagpur,Gujarat,2025-01-25 15:49:21
CLNT90328,IndustrialClient_328,Aerospace,Contact_328,client328@example.com,Surat,Maharashtra,2025-09-26 07:34:35
CLNT90329,IndustrialClient_329,Construction,Contact_329,client329@example.com,Nagpur,Rajasthan,2023-05-03 04:36:21
CLNT90330,IndustrialClient_330,Automotive,Contact_330,client330@example.com,Delhi,Delhi,2024-03-01 00:38:13
CLNT90331,IndustrialClient_331,Aerospace,Contact_331,client331@example.com,Chennai,Karnataka,2023-09-13 01:13:41
CLNT90332,IndustrialClient_332,Construction,Contact_332,client332@example.com,Mumbai,West Bengal,2023-12-22 22:12:13
CLNT90333,IndustrialClient_333,Marine,Contact_333,client333@example.com,Bengaluru,West Bengal,2024-09-05 13:22:13
CLNT90334,IndustrialClient_334,Aerospace,Contact_334,client334@example.com,Lucknow,Rajasthan,2025-02-10 19:19:10
CLNT90335,IndustrialClient_335,Aerospace,Contact_335,client335@example.com,Hyderabad,Karnataka,2023-04-29 22:27:20
CLNT90336,IndustrialClient_336,Construction,Contact_336,client336@example.com,Hyderabad,Karnataka,2024-03-20 22:30:07
CLNT90337,IndustrialClient_337,Marine,Contact_337,client337@example.com,Ahmedabad,Karnataka,2024-10-22 06:28:47
CLNT90338,IndustrialClient_338,Automotive,Contact_338,client338@example.com,Ahmedabad,Maharashtra,2025-02-09 17:18:46
CLNT90339,IndustrialClient_339,Aerospace,Contact_339,client339@example.com,Kolkata,Karnataka,2023-12-15 18:43:35
CLNT90340,IndustrialClient_340,Automotive,Contact_340,client340@example.com,Delhi,Tamil Nadu,2023-08-01 00:24:09
CLNT90341,IndustrialClient_341,Aerospace,Contact_341,client341@example.com,Mumbai,Uttar Pradesh,2024-03-18 21:36:55
CLNT90342,IndustrialClient_342,Construction,Contact_342,client342@example.com,Nagpur,Delhi,2024-05-05 02:33:47
CLNT90343,IndustrialClient_343,Automotive,Contact_343,client343@example.com,Pune,Maharashtra,2023-04-17 18:22:45
CLNT90344,IndustrialClient_344,Automotive,Contact_344,client344@example.com,Hyderabad,West Bengal,2024-09-17 13:18:57
CLNT90345,IndustrialClient_345,Construction,Contact_345,client345@example.com,Delhi,Uttar Pradesh,2023-07-02 04:16:54
CLNT90346,IndustrialClient_346,Marine,Contact_346,client346@example.com,Ahmedabad,Gujarat,2023-07-01 05:55:22
CLNT90347,IndustrialClient_347,Construction,Contact_347,client347@example.com,Jaipur,Telangana,2024-12-25 22:09:28
CLNT90348,IndustrialClient_348,Marine,Contact_348,client348@example.com,Jaipur,Uttar Pradesh,2023-08-18 14:02:25
CLNT90349,IndustrialClient_349,Automotive,Contact_349,client349@example.com,Delhi,Uttar Pradesh,2025-12-02 00:29:27
CLNT90350,IndustrialClient_350,Automotive,Contact_350,client350@example.com,Mumbai,Gujarat,2024-10-16 19:32:18
CLNT90351,IndustrialClient_351,Marine,Contact_351,client351@example.com,Mumbai,Maharashtra,2025-03-11 03:38:16
CLNT90352,IndustrialClient_352,Aerospace,Contact_352,client352@example.com,Ahmedabad,West Bengal,2025-09-28 20:58:52
CLNT90353,IndustrialClient_353,Construction,Contact_353,client353@example.com,Surat,Maharashtra,2025-07-18 09:36:31
CLNT90354,IndustrialClient_354,Aerospace,Contact_354,client354@example.com,Bengaluru,Rajasthan,2025-04-15 18:24:59
CLNT90355,IndustrialClient_355,Construction,Contact_355,client355@example.com,Chennai,Maharashtra,2024-06-16 06:11:16
CLNT90356,IndustrialClient_356,Marine,Contact_356,client356@example.com,Nagpur,Maharashtra,2024-10-18 03:58:19
CLNT90357,IndustrialClient_357,Construction,Contact_357,client357@example.com,Jaipur,Rajasthan,2024-08-29 08:40:19
CLNT90358,IndustrialClient_358,Marine,Contact_358,client358@example.com,Delhi,Maharashtra,2024-10-09 21:18:04
CLNT90359,IndustrialClient_359,Automotive,Contact_359,client359@example.com,Surat,Rajasthan,2024-08-14 11:17:38
CLNT90360,IndustrialClient_360,Aerospace,Contact_360,client360@example.com,Surat,West Bengal,2023-02-16 18:32:26
CLNT90361,IndustrialClient_361,Construction,Contact_361,client361@example.com,Lucknow,Uttar Pradesh,2025-05-03 05:32:22
CLNT90362,IndustrialClient_362,Automotive,Contact_362,client362@example.com,Pune,Telangana,2023-07-15 11:21:45
CLNT90363,IndustrialClient_363,Aerospace,Contact_363,client363@example.com,Bengaluru,Karnataka,2023-04-19 06:18:37
CLNT90364,IndustrialClient_364,Aerospace,Contact_364,client364@example.com,Lucknow,Telangana,2025-12-17 23:15:21
CLNT90365,IndustrialClient_365,Marine,Contact_365,client365@example.com,Pune,Tamil Nadu,2024-03-23 22:10:04
CLNT90366,IndustrialClient_366,Marine,Contact_366,client366@example.com,Kolkata,Maharashtra,2025-04-28 10:15:18
CLNT90367,IndustrialClient_367,Automotive,Contact_367,client367@example.com,Pune,Telangana,2023-03-16 13:27:30
CLNT90368,IndustrialClient_368,Aerospace,Contact_368,client368@example.com,Jaipur,Maharashtra,2023-02-11 13:46:34
CLNT90369,IndustrialClient_369,Construction,Contact_369,client369@example.com,Ahmedabad,Karnataka,2024-09-10 15:57:09
CLNT90370,IndustrialClient_370,Aerospace,Contact_370,client370@example.com,Jaipur,Gujarat,2024-04-30 04:21:44
CLNT90371,IndustrialClient_371,Aerospace,Contact_371,client371@example.com,Jaipur,Telangana,2024-08-20 14:45:16
CLNT90372,IndustrialClient_372,Construction,Contact_372,client372@example.com,Delhi,Telangana,2023-04-03 02:34:06
CLNT90373,IndustrialClient_373,Aerospace,Contact_373,client373@example.com,Kolkata,Gujarat,2024-05-16 11:41:57
CLNT90374,IndustrialClient_374,Construction,Contact_374,client374@example.com,Bengaluru,Tamil Nadu,2024-02-01 20:35:28
CLNT90375,IndustrialClient_375,Marine,Contact_375,client375@example.com,Chennai,Tamil Nadu,2024-05-13 04:36:49
CLNT90376,IndustrialClient_376,Automotive,Contact_376,client376@example.com,Kolkata,Gujarat,2024-08-25 13:38:28
CLNT90377,IndustrialClient_377,Aerospace,Contact_377,client377@example.com,Nagpur,Maharashtra,2024-04-11 09:46:21
CLNT90378,IndustrialClient_378,Marine,Contact_378,client378@example.com,Lucknow,Uttar Pradesh,2023-03-21 15:11:34
CLNT90379,IndustrialClient_379,Construction,Contact_379,client379@example.com,Jaipur,Maharashtra,2023-10-09 11:03:29
CLNT90380,IndustrialClient_380,Marine,Contact_380,client380@example.com,Nagpur,Telangana,2023-01-09 22:10:08
CLNT90381,IndustrialClient_381,Marine,Contact_381,client381@example.com,Mumbai,Gujarat,2025-06-11 00:25:35
CLNT90382,IndustrialClient_382,Automotive,Contact_382,client382@example.com,Surat,Gujarat,2025-04-20 10:58:49
CLNT90383,IndustrialClient_383,Aerospace,Contact_383,client383@example.com,Surat,Gujarat,2024-12-11 06:24:42
CLNT90384,IndustrialClient_384,Marine,Contact_384,client384@example.com,Delhi,West Bengal,2023-04-16 05:14:47
CLNT90385,IndustrialClient_385,Automotive,Contact_385,client385@example.com,Mumbai,Karnataka,2024-05-10 16:22:56
CLNT90386,IndustrialClient_386,Aerospace,Contact_386,client386@example.com,Nagpur,Delhi,2025-04-24 13:28:38
CLNT90387,IndustrialClient_387,Construction,Contact_387,client387@example.com,Hyderabad,Telangana,2024-04-16 06:05:41
CLNT90388,IndustrialClient_388,Construction,Contact_388,client388@example.com,Jaipur,Gujarat,2025-07-25 04:40:35
CLNT90389,IndustrialClient_389,Marine,Contact_389,client389@example.com,Pune,Delhi,2025-04-17 19:13:22
CLNT90390,IndustrialClient_390,Construction,Contact_390,client390@example.com,Jaipur,Maharashtra,2025-08-20 01:38:32
CLNT90391,IndustrialClient_391,Construction,Contact_391,client391@example.com,Surat,Maharashtra,2023-03-27 15:24:06
CLNT90392,IndustrialClient_392,Marine,Contact_392,client392@example.com,Hyderabad,West Bengal,2024-02-18 17:45:33
CLNT90393,IndustrialClient_393,Aerospace,Contact_393,client393@example.com,Jaipur,Delhi,2025-03-08 05:40:31
CLNT90394,IndustrialClient_394,Construction,Contact_394,client394@example.com,Pune,Gujarat,2025-07-14 19:41:37
CLNT90395,IndustrialClient_395,Aerospace,Contact_395,client395@example.com,Bengaluru,Maharashtra,2023-03-27 01:26:04
CLNT90396,IndustrialClient_396,Automotive,Contact_396,client396@example.com,Pune,Maharashtra,2025-10-19 11:47:00
CLNT90397,IndustrialClient_397,Marine,Contact_397,client397@example.com,Chennai,West Bengal,2024-08-08 15:40:59
CLNT90398,IndustrialClient_398,Automotive,Contact_398,client398@example.com,Jaipur,Tamil Nadu,2023-07-11 23:24:26
CLNT90399,IndustrialClient_399,Marine,Contact_399,client399@example.com,Nagpur,Telangana,2024-07-04 17:14:47
CLNT90400,IndustrialClient_400,Automotive,Contact_400,client400@example.com,Pune,West Bengal,2024-09-09 12:19:55
CLNT90401,IndustrialClient_401,Marine,Contact_401,client401@example.com,Jaipur,Maharashtra,2025-10-12 05:04:37
CLNT90402,IndustrialClient_402,Automotive,Contact_402,client402@example.com,Chennai,Maharashtra,2023-11-26 14:43:50
CLNT90403,IndustrialClient_403,Construction,Contact_403,client403@example.com,Hyderabad,Gujarat,2025-12-23 20:32:42
CLNT90404,IndustrialClient_404,Construction,Contact_404,client404@example.com,Chennai,Maharashtra,2024-01-05 21:10:52
CLNT90405,IndustrialClient_405,Aerospace,Contact_405,client405@example.com,Ahmedabad,Gujarat,2023-10-30 13:22:07
CLNT90406,IndustrialClient_406,Marine,Contact_406,client406@example.com,Kolkata,Delhi,2023-02-01 05:22:33
CLNT90407,IndustrialClient_407,Construction,Contact_407,client407@example.com,Chennai,Gujarat,2024-06-24 16:29:10
CLNT90408,IndustrialClient_408,Automotive,Contact_408,client408@example.com,Kolkata,Tamil Nadu,2024-04-08 03:30:32
CLNT90409,IndustrialClient_409,Construction,Contact_409,client409@example.com,Bengaluru,Gujarat,2023-05-03 04:49:43
CLNT90410,IndustrialClient_410,Marine,Contact_410,client410@example.com,Nagpur,Gujarat,2024-06-22 11:01:20
CLNT90411,IndustrialClient_411,Aerospace,Contact_411,client411@example.com,Bengaluru,Uttar Pradesh,2024-12-09 04:05:57
CLNT90412,IndustrialClient_412,Construction,Contact_412,client412@example.com,Pune,West Bengal,2023-11-20 04:32:39
CLNT90413,IndustrialClient_413,Construction,Contact_413,client413@example.com,Surat,Karnataka,2025-11-05 14:29:54
CLNT90414,IndustrialClient_414,Construction,Contact_414,client414@example.com,Nagpur,West Bengal,2025-01-20 15:48:09
CLNT90415,IndustrialClient_415,Marine,Contact_415,client415@example.com,Surat,Maharashtra,2024-09-12 01:55:14
CLNT90416,IndustrialClient_416,Aerospace,Contact_416,client416@example.com,Pune,Tamil Nadu,2024-05-04 08:03:25
CLNT90417,IndustrialClient_417,Construction,Contact_417,client417@example.com,Hyderabad,West Bengal,2024-11-02 02:54:46
CLNT90418,IndustrialClient_418,Automotive,Contact_418,client418@example.com,Pune,Tamil Nadu,2023-02-21 06:27:59
CLNT90419,IndustrialClient_419,Aerospace,Contact_419,client419@example.com,Kolkata,Tamil Nadu,2023-12-06 20:36:48
CLNT90420,IndustrialClient_420,Marine,Contact_420,client420@example.com,Ahmedabad,Delhi,2025-06-23 01:09:47
CLNT90421,IndustrialClient_421,Marine,Contact_421,client421@example.com,Pune,Maharashtra,2024-04-12 09:29:31
CLNT90422,IndustrialClient_422,Automotive,Contact_422,client422@example.com,Jaipur,Karnataka,2024-08-30 18:28:35
CLNT90423,IndustrialClient_423,Marine,Contact_423,client423@example.com,Jaipur,Maharashtra,2024-11-19 13:50:41
CLNT90424,IndustrialClient_424,Construction,Contact_424,client424@example.com,Pune,Maharashtra,2023-10-07 12:04:38
CLNT90425,IndustrialClient_425,Automotive,Contact_425,client425@example.com,Kolkata,Maharashtra,2024-07-05 07:37:30
CLNT90426,IndustrialClient_426,Aerospace,Contact_426,client426@example.com,Jaipur,Gujarat,2024-11-28 21:26:39
CLNT90427,IndustrialClient_427,Construction,Contact_427,client427@example.com,Nagpur,Gujarat,2023-05-25 19:50:40
CLNT90428,IndustrialClient_428,Marine,Contact_428,client428@example.com,Bengaluru,Maharashtra,2024-03-28 08:14:33
CLNT90429,IndustrialClient_429,Automotive,Contact_429,client429@example.com,Hyderabad,Gujarat,2025-06-23 14:21:24
CLNT90430,IndustrialClient_430,Aerospace,Contact_430,client430@example.com,Hyderabad,Karnataka,2025-11-06 11:58:30
CLNT90431,IndustrialClient_431,Construction,Contact_431,client431@example.com,Bengaluru,Gujarat,2023-06-13 05:11:13
CLNT90432,IndustrialClient_432,Automotive,Contact_432,client432@example.com,Bengaluru,Maharashtra,2023-08-04 21:04:05
CLNT90433,IndustrialClient_433,Automotive,Contact_433,client433@example.com,Surat,Telangana,2023-03-28 13:05:32
CLNT90434,IndustrialClient_434,Marine,Contact_434,client434@example.com,Nagpur,Gujarat,2025-11-28 04:21:14
CLNT90435,IndustrialClient_435,Construction,Contact_435,client435@example.com,Ahmedabad,Maharashtra,2024-06-20 08:37:16
CLNT90436,IndustrialClient_436,Marine,Contact_436,client436@example.com,Surat,Rajasthan,2023-08-08 13:57:05
CLNT90437,IndustrialClient_437,Marine,Contact_437,client437@example.com,Kolkata,Delhi,2024-10-03 11:58:41
CLNT90438,IndustrialClient_438,Automotive,Contact_438,client438@example.com,Nagpur,Delhi,2023-04-12 01:34:18
CLNT90439,IndustrialClient_439,Marine,Contact_439,client439@example.com,Pune,Tamil Nadu,2023-04-19 10:47:51
CLNT90440,IndustrialClient_440,Construction,Contact_440,client440@example.com,Chennai,Maharashtra,2023-02-17 15:18:32
CLNT90441,IndustrialClient_441,Construction,Contact_441,client441@example.com,Mumbai,Telangana,2023-01-31 23:03:14
CLNT90442,IndustrialClient_442,Marine,Contact_442,client442@example.com,Mumbai,Delhi,2024-11-18 05:12:47
CLNT90443,IndustrialClient_443,Construction,Contact_443,client443@example.com,Kolkata,Maharashtra,2024-06-19 05:12:34
CLNT90444,IndustrialClient_444,Marine,Contact_444,client444@example.com,Bengaluru,Gujarat,2025-01-14 02:48:15
CLNT90445,IndustrialClient_445,Aerospace,Contact_445,client445@example.com,Jaipur,Gujarat,2025-12-02 03:56:23
CLNT90446,IndustrialClient_446,Marine,Contact_446,client446@example.com,Hyderabad,Tamil Nadu,2025-02-16 10:24:36
CLNT90447,IndustrialClient_447,Aerospace,Contact_447,client447@example.com,Hyderabad,Gujarat,2025-01-02 08:44:35
CLNT90448,IndustrialClient_448,Automotive,Contact_448,client448@example.com,Delhi,Rajasthan,2024-05-03 10:43:23
CLNT90449,IndustrialClient_449,Automotive,Contact_449,client449@example.com,Chennai,Delhi,2024-12-07 23:32:14
CLNT90450,IndustrialClient_450,Marine,Contact_450,client450@example.com,Pune,Karnataka,2023-12-21 03:38:25
CLNT90451,IndustrialClient_451,Automotive,Contact_451,client451@example.com,Pune,Rajasthan,2023-09-22 11:40:40
CLNT90452,IndustrialClient_452,Marine,Contact_452,client452@example.com,Lucknow,Telangana,2023-07-26 14:45:07
CLNT90453,IndustrialClient_453,Construction,Contact_453,client453@example.com,Kolkata,Gujarat,2024-07-06 04:22:12
CLNT90454,IndustrialClient_454,Automotive,Contact_454,client454@example.com,Mumbai,West Bengal,2023-02-08 23:45:14
CLNT90455,IndustrialClient_455,Construction,Contact_455,client455@example.com,Mumbai,Karnataka,2023-08-18 16:21:20
CLNT90456,IndustrialClient_456,Marine,Contact_456,client456@example.com,Surat,Gujarat,2024-02-03 00:05:55
CLNT90457,IndustrialClient_457,Automotive,Contact_457,client457@example.com,Ahmedabad,Maharashtra,2023-01-06 05:37:28
CLNT90458,IndustrialClient_458,Aerospace,Contact_458,client458@example.com,Kolkata,Uttar Pradesh,2023-12-07 08:01:08
CLNT90459,IndustrialClient_459,Construction,Contact_459,client459@example.com,Kolkata,Maharashtra,2025-12-20 17:29:32
CLNT90460,IndustrialClient_460,Construction,Contact_460,client460@example.com,Kolkata,Maharashtra,2024-08-30 12:03:22
CLNT90461,IndustrialClient_461,Automotive,Contact_461,client461@example.com,Delhi,Karnataka,2024-05-25 08:55:25
CLNT90462,IndustrialClient_462,Marine,Contact_462,client462@example.com,Surat,Maharashtra,2023-10-07 04:55:17
